DATE,LV,LG,SV,SG
8/29/23,2446.29,3911.81,2395.46,2518.81
8/30/23,2449.96,3935.43,2401.09,2537.05
8/31/23,2438.94,3940.7,2400.13,2538.26
9/1/23,2446.11,3945.54,2425.29,2561.86
9/5/23,2423.15,3949.04,2368.55,2520.55
9/6/23,2416.5,3908.98,2356.71,2518.81
9/7/23,2416.61,3887.95,2335.69,2498.74
9/8/23,2422.19,3891.84,2338.26,2484.33
9/11/23,2428.32,3933.46,2338.47,2492.75
9/12/23,2430.02,3890.51,2342.74,2485.36
9/13/23,2427.09,3901.69,2325.29,2466.35
9/14/23,2453.41,3924.37,2358.62,2487.82
9/15/23,2436.05,3860.86,2340.03,2459.2
9/18/23,2437.3,3862.96,2333.58,2447.51
9/19/23,2430.88,3855.84,2329.12,2434.86
9/20/23,2424.48,3798.17,2317.69,2413.29
9/21/23,2393.1,3722.65,2280.66,2359.11
9/22/23,2385,3719.11,2271.43,2355.41
9/25/23,2391.97,3737.21,2282.53,2361.82
9/26/23,2361.88,3676.15,2248.08,2330.67
9/27/23,2359.75,3682.11,2262.23,2354.23
9/28/23,2369.1,3709.97,2285.23,2376.66
9/29/23,2354.13,3712.69,2277.54,2369.53
10/2/23,2331.08,3743.47,2242.11,2344.79
10/3/23,2310.31,3674.56,2204.5,2298.35
10/4/23,2313.15,3726.26,2215.67,2309.13
10/5/23,2305.41,3726.9,2214.39,2305.88
10/6/23,2320.37,3791.34,2227.4,2333.24
10/9/23,2340.74,3807.84,2247.43,2346.13
10/10/23,2354.5,3826.51,2265.99,2380.57
10/11/23,2353.65,3857.41,2275.48,2380.74
10/12/23,2335.28,3837.7,2235.03,2323.58
10/13/23,2340.64,3793.86,2218.62,2307.26
10/16/23,2363.35,3838.01,2255.33,2346.35
10/17/23,2370.12,3827.74,2281.5,2372.91
10/18/23,2345.26,3766.17,2234.97,2315.08
10/19/23,2323.81,3735.96,2202.43,2280.42
10/20/23,2300.59,3680.49,2176.5,2249.68
10/23/23,2283.29,3692.15,2156.69,2231.11
10/24/23,2298.32,3722.2,2167.05,2255.84
10/25/23,2285.04,3639.23,2141.85,2196.47
10/26/23,2278.37,3566.96,2157.56,2193.42
10/27/23,2246.15,3579.33,2128.75,2170.25
10/30/23,2269.54,3627.61,2147.55,2180.91
10/31/23,2287.63,3647.38,2164.32,2201.06
11/1/23,2298.05,3703.74,2179.18,2207
11/2/23,2340.6,3775.93,2232.03,2253.86
11/3/23,2360.25,3816.51,2280.58,2310.03
11/6/23,2353.21,3836.5,2256.01,2283.56
11/7/23,2344.21,3873.93,2242.76,2292.71
11/8/23,2337.91,3889.6,2230,2275.67
11/9/23,2318.78,3857.75,2204.14,2240.97
11/10/23,2343.27,3933.26,2228.21,2266.28
11/13/23,2341.41,3930.87,2223.45,2265.95
11/14/23,2382.91,4010.85,2320.43,2371.02
11/15/23,2393.46,4007.21,2331.29,2379.66
11/16/23,2387.16,4023.87,2303.76,2347.68
11/17/23,2397.53,4020.13,2327.09,2371.32
11/20/23,2404.07,4066.12,2330.24,2393.73
11/21/23,2401.62,4053.89,2311.48,2371.53
11/22/23,2409.57,4073.7,2324.53,2387.87
11/24/23,2418.53,4067.12,2334.59,2401.28
11/27/23,2408.96,4065.78,2332,2396.84
11/28/23,2407.52,4076.72,2321.35,2390.01
11/29/23,2410,4070.29,2333.11,2405.11
11/30/23,2432.11,4068.43,2347.66,2415.12
12/1/23,2453.34,4083.4,2409.36,2487.02
12/4/23,2453.49,4043.04,2429.46,2502.25
12/5/23,2435.91,4062.36,2395.7,2469.98
12/6/23,2431.03,4040.3,2391.62,2463.9
12/7/23,2437.34,4089.68,2409.98,2475.47
12/8/23,2445.88,4109.9,2421.11,2492.83
12/11/23,2468.39,4109.8,2433.48,2503.42
12/12/23,2470.29,4142.1,2426.92,2508.64
12/13/23,2510.12,4190.86,2496.37,2580.16
12/14/23,2533.04,4180.88,2561.81,2641.79
12/15/23,2520.82,4197.85,2537.48,2624.81
12/18/23,2525.39,4227.13,2536.16,2628.34
12/19/23,2542.79,4248.53,2571.25,2673.1
12/20/23,2501.14,4191.67,2529.76,2615.52
12/21/23,2524.54,4238.36,2562.84,2666.6
12/22/23,2534.43,4237.23,2576.77,2682.57
12/26/23,2548.45,4250.92,2597.26,2707.53
12/27/23,2552.3,4258,2598.53,2717.55
12/28/23,2554.35,4258.18,2597.22,2712.12
12/29/23,2549.29,4241.48,2572.55,2675.77
1/2/24,2565.64,4167.79,2567.34,2642.66
1/3/24,2549.23,4128.14,2508.6,2569.28
1/4/24,2545.9,4107.69,2503.52,2568.73
1/5/24,2551.98,4112.79,2513.92,2564.94
1/8/24,2568.95,4200.46,2543.37,2622.47
1/9/24,2554.78,4209.82,2523.49,2607.62
1/10/24,2554.88,4254.72,2529.53,2611.26
1/11/24,2546.38,4262.2,2516.93,2599.33
1/12/24,2546.23,4268.28,2509.51,2592.48
1/16/24,2529.74,4261.62,2484.65,2574.25
1/17/24,2513.45,4240.85,2463.09,2556.03
1/18/24,2520.8,4298.79,2480.8,2575.26
1/19/24,2542.64,4366.01,2505.26,2602.83
1/22/24,2550.65,4373.72,2538.08,2643.13
1/23/24,2558.93,4385.12,2524.79,2640.02
1/24/24,2550.19,4403.41,2511.89,2611.79
1/25/24,2572.31,4411.24,2535.26,2622.87
1/26/24,2574.28,4403.39,2544.79,2623.97
1/29/24,2582.49,4456.13,2567.05,2672.51
1/30/24,2593.63,4433.45,2563.1,2649.88
1/31/24,2569.18,4336.91,2507.42,2598.39
2/1/24,2593.96,4401.14,2532.93,2641.79
2/2/24,2592.58,4491.53,2525.11,2647.03
2/5/24,2574.15,4489.03,2493.39,2616.84
2/6/24,2587.49,4491.68,2504.87,2642.66
2/7/24,2595.57,4549.26,2508.3,2653.16
2/8/24,2595.04,4556.6,2530.27,2694.31
2/9/24,2594.69,4606.14,2546.24,2727.77
2/12/24,2608.49,4576.49,2580.19,2750.5
2/13/24,2574.29,4511.79,2505.06,2673.35
2/14/24,2590.63,4570.19,2542.99,2737.28
2/15/24,2619.22,4575.34,2590.22,2784.52
2/16/24,2612.32,4545.07,2571.19,2753.29
2/20/24,2610.67,4495.33,2555.55,2717.89
2/21/24,2623.47,4483.63,2561.03,2694.68
2/22/24,2644.93,4627.54,2577.58,2741.18
2/23/24,2653.28,4618.86,2585.52,2744.52
2/26/24,2641.6,4605.96,2577.89,2763.93
2/27/24,2645.92,4614.04,2594.79,2792.62
2/28/24,2645.41,4600.12,2587.87,2784.08
2/29/24,2649.06,4637.27,2604.04,2807.04
3/1/24,2664.65,4681.98,2615.23,2838.15
3/4/24,2670.42,4662.26,2617.11,2847.61
3/5/24,2659.03,4586.91,2616.86,2799.71
3/6/24,2675.17,4609.08,2626.56,2826.12
3/7/24,2690.64,4673.37,2646.89,2855.01
3/8/24,2685.22,4624.75,2643.75,2843.75
3/11/24,2695.21,4599.9,2637.8,2817.67
3/12/24,2703.34,4681.37,2642.36,2830
3/13/24,2707.48,4659.35,2652.06,2834.49
3/14/24,2689.6,4660.15,2615.82,2790.24
3/15/24,2688.04,4606.51,2620.52,2785.38
3/18/24,2695.39,4648.73,2615.8,2783.76
3/19/24,2709.46,4675.99,2633.85,2797.34
3/20/24,2729.92,4725,2673.67,2841.54
3/21/24,2751.82,4720.86,2704.35,2870.99
3/22/24,2738.53,4727.12,2676.76,2846.1
3/25/24,2733.78,4709.23,2677.41,2843.79
3/26/24,2731.19,4690.8,2674.02,2841.41
3/27/24,2769.65,4706.34,2728.05,2878.2
3/28/24,2781.1,4698,2741.86,2885.03
4/1/24,2768.49,4698.55,2718.13,2859
4/2/24,2749.44,4663.35,2681.27,2812.28
4/3/24,2749.59,4673.17,2691.73,2824.62
4/4/24,2721.05,4608.26,2665.88,2791.76
4/5/24,2739.81,4677.89,2680.81,2815.51
4/8/24,2739.23,4675.66,2693.47,2830.61
4/9/24,2742.42,4681.67,2699.36,2844.6
4/10/24,2707.74,4652.75,2635.9,2790.75
4/11/24,2704.44,4723.3,2635.45,2801.88
4/12/24,2663.26,4656.33,2594.97,2741.88
4/15/24,2650.09,4569.62,2569.98,2689.96
4/16/24,2639.72,4568.17,2553.43,2681.31
4/17/24,2635.31,4525.32,2538.63,2654.07
4/18/24,2639.09,4501.27,2540.12,2641.56
4/19/24,2657.53,4399.72,2560.31,2629.49
4/22/24,2677.2,4443.7,2582.88,2658.2
4/23/24,2696.82,4517.27,2614.63,2708.87
4/24/24,2697.12,4517.34,2613.86,2705.37
4/25/24,2692.21,4486.75,2596.61,2692.85
4/26/24,2690.62,4575.04,2605.03,2716.25
4/29/24,2702.25,4583.56,2622.3,2731.88
4/30/24,2666.84,4499.48,2574.04,2676.1
5/1/24,2658.41,4485.28,2576.86,2679.64
5/2/24,2672.18,4544.16,2608.41,2717.06
5/3/24,2687.63,4624.56,2630.57,2745.85
5/6/24,2705.9,4688.16,2660.75,2789.01
5/7/24,2714.75,4684.61,2657.09,2791.48
5/8/24,2719.5,4676.35,2660.78,2764.07
5/9/24,2739.71,4689.11,2690.51,2793.25
5/10/24,2748.55,4690.06,2686.2,2780.46
5/13/24,2746.02,4690.79,2689.23,2782.49
5/14/24,2757.1,4716.94,2714.01,2815.42
5/15/24,2779.78,4789.57,2726.47,2849.33
5/16/24,2776.56,4776.24,2708.96,2822.15
5/17/24,2784.16,4776.43,2709.64,2824.81
5/20/24,2770.56,4805.51,2706.57,2841.23
5/21/24,2773.33,4822.32,2703.15,2827.86
5/22/24,2762.77,4813.88,2681.31,2811.93
5/23/24,2726.99,4798.76,2644.09,2768.52
5/24/24,2735.91,4845.79,2666.6,2800.45
5/28/24,2717.73,4872.31,2647.34,2791.24
5/29/24,2687.17,4852.74,2613.72,2756.93
5/30/24,2699.58,4779.96,2645.28,2759.86
5/31/24,2739.4,4784.55,2678.79,2769.83
6/3/24,2723.79,4816.84,2661.32,2753.35
6/4/24,2719.68,4837.23,2624.71,2723.02
6/5/24,2732.78,4924.02,2646.35,2771.4
6/6/24,2729.52,4927.51,2636.43,2758.92
6/7/24,2724.57,4924.42,2615.42,2730.14
6/10/24,2732.82,4938.39,2613.41,2752.29
6/11/24,2717.23,4987.27,2599.3,2747.94
6/12/24,2722.65,5055.58,2631.95,2791.5
6/13/24,2729.53,5064.91,2612.58,2765.43
6/14/24,2720.77,5075.41,2577.15,2728.95
6/17/24,2740.25,5117.47,2598.86,2744.16
6/18/24,2750.22,5124.92,2604.61,2750.49
6/20/24,2755.05,5095.47,2601.04,2735.05
6/21/24,2748.45,5090.09,2604.8,2749.94
6/24/24,2765.44,5038.76,2625.7,2753.63
6/25/24,2742.95,5109.4,2596.77,2743.21
6/26/24,2734.79,5131.44,2591.35,2741.14
6/27/24,2730.96,5147.12,2595.16,2767.16
6/28/24,2739.29,5098.67,2608.97,2768.62
7/1/24,2728.21,5140.75,2581.89,2746.77
7/2/24,2736.87,5183.81,2592.78,2752.65
7/3/24,2740.55,5226.1,2595.61,2764.16
7/5/24,2735.83,5285.87,2573.02,2762.05
7/8/24,2740.28,5287.62,2583.97,2768.51
7/9/24,2739.63,5293.31,2574.29,2745.51
7/10/24,2765.36,5348.67,2605.71,2763.95
7/11/24,2786.99,5235.53,2678.84,2823.94
7/12/24,2802.52,5264.63,2703.38,2858.52
7/15/24,2812.27,5280,2724.46,2890.99
7/16/24,2852.78,5279.71,2801.87,2964.72
7/17/24,2858.22,5135.43,2785.2,2903.75
7/18/24,2836.6,5093.2,2755.31,2853.13
7/19/24,2814.77,5063.35,2736.06,2844.61
7/22/24,2828.34,5143.49,2769.23,2882.27
7/23/24,2817.87,5144.14,2783.96,2889.58
7/24/24,2800.71,4950.39,2733.7,2812.72
7/25/24,2807.92,4893.51,2766.98,2834.01
7/26/24,2845.96,4935.23,2811.43,2884.13
7/29/24,2841.58,4948.31,2804.18,2873.09
7/30/24,2848.65,4891.54,2820.49,2868.66
7/31/24,2864.54,5010.05,2829.31,2892.77
8/1/24,2833.74,4928.01,2768.96,2823.59
8/2/24,2791.7,4826.18,2688.31,2734.86
8/5/24,2726.54,4655.45,2610.73,2660.28
8/6/24,2747.98,4714.37,2637.18,2692.76
8/7/24,2732.32,4669.12,2613.59,2661.13
8/8/24,2779.37,4803.54,2667.01,2734.7
8/9/24,2783.41,4841.57,2670.05,2732.44
8/12/24,2772.47,4857.16,2644.88,2714.69
8/13/24,2799.51,4968.45,2682.57,2764.4
8/14/24,2816.21,4980.23,2681.52,2756.42
8/15/24,2847.71,5079.51,2730.83,2818.18
8/16/24,2855.65,5087.23,2737.19,2817.96
8/19/24,2874.52,5149.36,2759.48,2851.16
8/20/24,2865.13,5144.25,2733.93,2823.36
8/21/24,2875.9,5169.76,2763.66,2866.4
8/22/24,2871.45,5091.41,2749.91,2839.39
8/23/24,2903.17,5152.14,2819.92,2904.94
8/26/24,2905.16,5119.33,2815.36,2894.52
8/27/24,2906.02,5134.48,2805.11,2885.42
8/28/24,2902.97,5081.4,2797.85,2856.19
8/29/24,2912.31,5069.72,2809.12,2876.52
8/30/24,2940.84,5120.41,2829.81,2890.44
9/3/24,2908.1,4966.82,2765.91,2802.86
9/4/24,2908.04,4952.52,2758.02,2798.72
9/5/24,2883.77,4957.73,2741.51,2785.8
9/6/24,2846.47,4854.62,2702.05,2738.42
9/9/24,2876.38,4915.57,2709.49,2758.32
9/10/24,2879.44,4952.07,2701,2758.04
9/11/24,2877.79,5052.12,2702.06,2791.77
9/12/24,2892.42,5099.42,2728.45,2821.7
9/13/24,2913.11,5119.32,2783.06,2870.25
9/16/24,2934.99,5099.27,2804.34,2885.05
9/17/24,2933.62,5101.87,2817.64,2904.05
9/18/24,2927.37,5084.02,2821.28,2902.53
9/19/24,2953.22,5206.75,2868.86,2955.84
9/20/24,2950.81,5191.98,2844.15,2942.8
9/23/24,2960.86,5203.1,2852.97,2950.8
9/24/24,2961.82,5223.95,2855.94,2959.13
9/25/24,2943.86,5230.81,2828.64,2929.08
9/26/24,2959.83,5244.68,2854.44,2946.6
9/27/24,2970.45,5217.25,2865,2961.03
9/30/24,2980.98,5240.95,2869.33,2959.53
10/1/24,2971.8,5167.61,2840.87,2926.38
10/2/24,2969.73,5173.21,2832.54,2935.53
10/3/24,2956.86,5174.81,2819.74,2923.37
10/4/24,2979.07,5230.58,2849.51,2964.1
10/7/24,2956.66,5171.85,2828.9,2934.81
10/8/24,2960.6,5256.05,2825.58,2950.77
10/9/24,2986.4,5289.12,2839.33,2968.18
10/10/24,2975.93,5286.24,2824.61,2957.69
10/11/24,3006.4,5304.61,2867.8,3008.53
10/14/24,3024.64,5350.36,2886.23,3024.17
10/15/24,3009.08,5300.24,2888.73,3007.68
10/16/24,3031.95,5311.53,2923.92,3028.54
10/17/24,3028.04,5315.61,2925.45,3018.04
10/18/24,3030.73,5350.43,2927.09,3026.71
10/21/24,3002.44,5371.05,2881.64,3001.2
10/22/24,2997.54,5372.27,2866.69,2983.66
10/23/24,2990.73,5293.62,2854.8,2958.49
10/24/24,2980.61,5330.65,2860.55,2972.47
10/25/24,2960.01,5355.32,2837.63,2972.13
10/28/24,2974.53,5360.37,2872.64,3002.94
10/29/24,2955.58,5404.99,2867.23,3007.33
10/30/24,2952.99,5375.33,2875.46,2995.71
10/31/24,2935.51,5226.02,2836.58,2950.87
11/1/24,2934.61,5265.93,2836.46,2966.71
11/4/24,2926.83,5249.76,2846.07,2975
11/5/24,2958.32,5321.85,2887.78,3028.72
11/6/24,3037.34,5455.61,3017.58,3142.29
11/7/24,3027.82,5544.88,3008.63,3165.13
11/8/24,3044.09,5560.7,3019.01,3207.9
11/11/24,3051.71,5569.52,3050.29,3252.15
11/12/24,3027.58,5575.61,3012.34,3215.46
11/13/24,3031.49,5569.42,2999.88,3196.56
11/14/24,3010.76,5536.32,2972.43,3149.97
11/15/24,2998.87,5424.2,2951.38,3100.4
11/18/24,3010.81,5448.44,2955.13,3120.62
11/19/24,2999.99,5506.42,2951.36,3160.98
11/20/24,3005.16,5500.81,2959.93,3184.94
11/21/24,3041.83,5506.51,3008.69,3233.9
11/22/24,3065.29,5514.51,3049.29,3291.26
11/25/24,3083.76,5518.15,3094.73,3333.8
11/26/24,3086.12,5567.68,3078.44,3317.7
11/27/24,3084.62,5531.85,3073.43,3316.09
11/29/24,3091.32,5575.9,3076.39,3330.15
12/2/24,3072.67,5627.61,3069.08,3326.05
12/3/24,3057.33,5655.22,3051.18,3332.16
12/4/24,3046.72,5741.41,3053.61,3361.44
12/5/24,3039.07,5729.86,3031.02,3319.7
12/6/24,3031.53,5771.96,3028.05,3344.25
12/9/24,3011.87,5728.37,3017.28,3301.79
12/10/24,2991.03,5723.06,2998.52,3267.13
12/11/24,2982.5,5818.94,3010.08,3298.26
12/12/24,2968.05,5783.44,2990.2,3273.62
12/13/24,2974.68,5776.1,2973.16,3259.83
12/16/24,2962.17,5834.29,2969.35,3287.22
12/17/24,2943.88,5818.56,2932.95,3253.92
12/18/24,2869.44,5621.92,2822,3110.06
12/19/24,2859.01,5628.76,2810.34,3100.83
12/20/24,2892.78,5688.14,2839.03,3137.18
12/23/24,2901.85,5741.62,2842.96,3134.82
12/24/24,2926.55,5817.43,2864.11,3164.87
12/26/24,2931.71,5805.23,2874.48,3180.33
12/27/24,2913.71,5718.65,2845.73,3136.04
12/30/24,2884.75,5652.55,2826.2,3103.56
12/31/24,2890.48,5599.64,2833.19,3097.79
1/2/25,2885.89,5588.78,2822.04,3105.03
1/3/25,2908.16,5683.15,2851.48,3167.29
1/6/25,2902.55,5747.57,2850.97,3178.67
1/7/25,2900.72,5635.76,2836.24,3144.37
1/8/25,2904.83,5647.2,2835.57,3140.96
1/10/25,2862.33,5557.25,2788.96,3096.54
1/13/25,2887.57,5533.53,2814.49,3105.36
1/14/25,2910.91,5511.1,2854.96,3128.3
1/15/25,2942.44,5644.94,2894.33,3175.28
1/16/25,2961.4,5600.53,2910.13,3196.94
1/17/25,2980.07,5673.68,2922.93,3207.99
1/21/25,3016.51,5708.49,2968.34,3265.73
1/22/25,3001.92,5793.93,2947.44,3258.55
1/23/25,3024.29,5815.88,2950.84,3278.9
1/24/25,3023.45,5787.26,2951.78,3266.62
1/27/25,3027.39,5632.36,2942.91,3202.64
1/28/25,3005.57,5760.75,2938.12,3236.19
1/29/25,2999.53,5724.53,2928.79,3217.74
1/30/25,3030.79,5730.56,2960.72,3259.93
1/31/25,3013.06,5708.05,2933.55,3228.1
2/3/25,3003.02,5650.45,2891.69,3197.69
2/4/25,3003.24,5720.5,2912.97,3224.97
2/5/25,3026.9,5733.74,2928.32,3261.59
2/6/25,3022.98,5775.54,2930.42,3246.56
2/7/25,3002.59,5712.9,2902.58,3210.96
2/10/25,3013.65,5767.22,2903.1,3222.97
2/11/25,3024.22,5750.45,2905.01,3182.56
2/12/25,3007.49,5748.82,2874.26,3173.32
2/13/25,3028.91,5821.27,2905.71,3212.57
2/14/25,3021.08,5831.56,2904.53,3216.6
2/18/25,3037.45,5831.01,2920.98,3242.23
2/19/25,3050.57,5831.48,2908.63,3220.71
2/20/25,3037.73,5800.28,2884.72,3185.92
2/21/25,3002.08,5672.54,2819.48,3086.23
2/24/25,3004.45,5615.27,2815.7,3066.83
2/25/25,3011.74,5553.28,2823.66,3035.33
2/26/25,3000.28,5573.18,2822.48,3051.67
2/27/25,2990.22,5432.19,2794.14,2991.81
2/28/25,3031.34,5531.72,2819.45,3024.74
3/3/25,3003.19,5397.62,2758.71,2937.92
3/4/25,2942.9,5366.12,2706.93,2913.02
3/5/25,2965.8,5442.34,2736.78,2955.67
3/6/25,2942.35,5289.2,2704.71,2874.58
3/7/25,2967.89,5300.14,2725.66,2884.16
3/10/25,2930.47,5084.81,2669.85,2791.01
3/11/25,2894.7,5073.09,2651.98,2791.1
3/12/25,2881.78,5139.24,2643.38,2805.59
3/13/25,2866.08,5028.74,2605.5,2740.59
3/14/25,2912.61,5159.55,2666.34,2819.63
3/17/25,2947.75,5172.8,2701.27,2861.88
3/18/25,2934.8,5088.2,2686.47,2823.49
3/19/25,2952.36,5167.92,2715.45,2873.6
3/20/25,2947.46,5155.1,2697.08,2855.23
3/21/25,2933.61,5185.02,2679.68,2853.55
3/24/25,2966.65,5307.85,2738.65,2936.77
3/25/25,2956.17,5338.09,2726.41,2928.67
3/26/25,2960.12,5221.51,2718.98,2885.31
3/27/25,2953.74,5193.34,2705.67,2862.95
3/28/25,2919.97,5055.99,2658.34,2800.11
3/31/25,2950.36,5061.47,2665.54,2786.26
4/1/25,2943.86,5107.87,2673.97,2798.21
4/2/25,2960.58,5149.87,2715.1,2845.6
4/3/25,2850.13,4852.89,2532.68,2656.17
4/4/25,2678.94,4557.71,2419.75,2513.19
4/7/25,2659.44,4565.37,2387.94,2503.09
4/8/25,2625.39,4485.04,2330.48,2432.93
4/9/25,2797.47,5024.26,2529.99,2687.77
4/10/25,2723.24,4818.93,2421.7,2573.08
4/11/25,2764.27,4917.28,2453.02,2614.02
4/14/25,2795.87,4943.27,2483.65,2638.71
4/15/25,2786.41,4945.81,2478.13,2638.33
4/16/25,2753.33,4797.34,2454.02,2600.63
4/17/25,2760.25,4802.4,2478,2618.4
4/21/25,2708.3,4668.89,2427.76,2547.05
4/22/25,2768.98,4798.77,2492.14,2611.56
4/23/25,2787.96,4919.3,2521.45,2661.68
4/24/25,2815.71,5064.22,2570.77,2726.49
4/25/25,2810.67,5139.78,2561.07,2732.41
4/28/25,2820.61,5133.48,2573.87,2740.25
4/29/25,2835.84,5167.9,2584.58,2756.39
4/30/25,2842.01,5172.48,2575.63,2746.41
5/1/25,2832.92,5239.94,2579.45,2763.87
5/2/25,2876.6,5314.76,2632.98,2831.23
5/5/25,2859.18,5281.87,2618.23,2824.1
5/6/25,2840.38,5235.2,2603.09,2793.68
5/7/25,2858.45,5250.02,2611.21,2805.7
5/8/25,2869.55,5290.99,2653.21,2848.58
5/9/25,2865.17,5290.61,2655.43,2842.78
5/12/25,2923.18,5509.05,2752.71,2951.35
5/13/25,2909.8,5601.56,2762.91,2971.65
5/14/25,2888.05,5641.93,2740.33,2967.45
5/15/25,2920.18,5634.87,2753.11,2964.96
5/16/25,2948.61,5663.98,2777.06,3000.94
5/19/25,2952.15,5668.88,2767.89,2986.65
5/20/25,2946.52,5639.48,2759.5,2983.39
5/21/25,2893.11,5555.44,2683.06,2901.8
5/22/25,2881.07,5571.17,2680.89,2900.51
5/23/25,2877.19,5512.49,2670.39,2889.9
5/27/25,2921.42,5645.48,2733.32,2949.36
5/28/25,2899.71,5623.52,2701.63,2921.53
5/29/25,2913.12,5640.54,2711.3,2924.02
5/30/25,2918.28,5638.16,2697.12,2920.2
6/2/25,2921.48,5675.84,2686.07,2926.6
6/3/25,2935.77,5714.1,2720.43,2966.77
6/4/25,2921.2,5736.82,2707.28,2979.11
6/5/25,2914.99,5696.01,2703.31,2973.61
6/6/25,2942.77,5755.68,2735.71,3004.06
6/9/25,2943.68,5758.8,2746.12,3011.97
6/10/25,2958.25,5789.24,2758,3019.7
6/11/25,2954.19,5770.19,2746.28,3008.92
6/12/25,2971.78,5781.35,2743.82,3003.34
6/13/25,2946.91,5703.9,2699.09,2953.96
6/16/25,2960.36,5776.91,2728.02,2991.85
6/17/25,2935.58,5729.95,2700.37,2967.5
6/18/25,2940.55,5720.9,2711.74,2985.38
6/20/25,2945.66,5691.29,2716.38,2983.49
6/23/25,2966.75,5755.18,2746.29,3002.19
6/24/25,2988.36,5838.71,2771.29,3043.69
6/25/25,2971.19,5860.43,2746.2,3007.88
6/26/25,2992.05,5910.69,2785.08,3048.72
6/27/25,3002,5947.89,2790.34,3052.94
6/30/25,3018.16,5983.88,2789.04,3063.6